"","Timestamp","Level","Message"
"1",2025-05-19 08:35:13,"INFO","Start iteration 0"
"2",2025-05-19 08:35:13,"INFO","Start Create highway time of day scenarios."
"3",2025-05-19 08:38:44,"INFO","Start Copy base to period scenarios and set per-period attributes"
"4",2025-05-19 08:39:06,"INFO","End Copy base to period scenarios and set per-period attributes"
"5",2025-05-19 08:39:06,"INFO","End Create highway time of day scenarios."
"6",2025-05-19 08:39:06,"INFO","Start Create transit time of day scenarios."
"7",2025-05-19 08:39:06,"STATUS","Start prepare base scenario"
"8",2025-05-19 08:42:05,"STATUS","End prepare base scenario"
"9",2025-05-19 08:42:05,"INFO","Start Copy base to period scenarios and set per-period attributes"
"10",2025-05-19 08:43:01,"INFO","End Copy base to period scenarios and set per-period attributes"
"11",2025-05-19 08:43:01,"STATUS","Start remove transit lines from other periods"
"12",2025-05-19 08:43:01,"STATUS","Start period EA"
"13",2025-05-19 08:45:15,"STATUS","End period EA"
"14",2025-05-19 08:45:15,"STATUS","Start period AM"
"15",2025-05-19 08:47:36,"STATUS","End period AM"
"16",2025-05-19 08:47:36,"STATUS","Start period MD"
"17",2025-05-19 08:50:05,"STATUS","End period MD"
"18",2025-05-19 08:50:05,"STATUS","Start period PM"
"19",2025-05-19 08:52:40,"STATUS","End period PM"
"20",2025-05-19 08:52:40,"STATUS","Start period EV"
"21",2025-05-19 08:54:52,"STATUS","End period EV"
"22",2025-05-19 08:54:52,"STATUS","End remove transit lines from other periods"
"23",2025-05-19 08:54:52,"INFO","End Create transit time of day scenarios."
"24",2025-05-19 08:54:52,"INFO","Start active mode skim"
"25",2025-05-19 08:54:53,"INFO","Start Active modes shortest path skims emme_project\Database_active_south\emmebank"
"26",2025-05-19 09:33:19,"INFO","End Active modes shortest path skims emme_project\Database_active_south\emmebank"
"27",2025-05-19 09:33:19,"INFO","Start Active modes shortest path skims emme_project\Database_active_north\emmebank"
"28",2025-05-19 09:37:10,"INFO","End Active modes shortest path skims emme_project\Database_active_north\emmebank"
"29",2025-05-19 09:37:10,"INFO","End active mode skim"
"30",2025-05-19 09:37:10,"INFO","Start AirPassenger run"
"31",2025-05-19 09:37:27,"INFO","End AirPassenger run"
"32",2025-05-19 09:37:27,"INFO","Start Prepare network attributes and modes"
"33",2025-05-19 10:09:22,"INFO","End Prepare network attributes and modes"
"34",2025-05-19 10:09:22,"INFO","Start SkimMAZCosts run"
"35",2025-05-19 10:21:51,"INFO","End SkimMAZCosts run"
"36",2025-05-19 10:21:51,"INFO","Start Prepare transit network attributes and update times from auto network."
"37",2025-05-19 10:21:51,"STATUS","Start period EA"
"38",2025-05-19 10:31:03,"STATUS","End period EA"
"39",2025-05-19 10:31:03,"STATUS","Start period AM"
"40",2025-05-19 10:40:16,"STATUS","End period AM"
"41",2025-05-19 10:40:16,"STATUS","Start period MD"
"42",2025-05-19 10:50:15,"STATUS","End period MD"
"43",2025-05-19 10:50:15,"STATUS","Start period PM"
"44",2025-05-19 11:01:00,"STATUS","End period PM"
"45",2025-05-19 11:01:00,"STATUS","Start period EV"
"46",2025-05-19 11:10:11,"STATUS","End period EV"
"47",2025-05-19 11:10:17,"INFO","End Prepare transit network attributes and update times from auto network."
"48",2025-05-19 11:10:17,"INFO","Start iteration 1"
"49",2025-05-19 11:10:17,"INFO","Start HouseholdModel run"
"50",2025-05-19 12:53:42,"INFO","Start Prepare household demand matrices."
"51",2025-05-19 13:20:25,"INFO","End Prepare household demand matrices."
"52",2025-05-19 13:20:25,"INFO","End HouseholdModel run"
"53",2025-05-19 13:20:25,"INFO","Start InternalExternal run"
"54",2025-05-19 13:20:30,"INFO","Start TimePeriodSplit run"
"55",2025-05-19 13:20:44,"INFO","End TimePeriodSplit run"
"56",2025-05-19 13:20:44,"INFO","Start ExternalTollChoice run"
"57",2025-05-19 13:24:14,"INFO","End ExternalTollChoice run"
"58",2025-05-19 13:24:14,"INFO","Start InternalExternal _export_results"
"59",2025-05-19 13:26:50,"INFO","End InternalExternal _export_results"
"60",2025-05-19 13:26:52,"INFO","End InternalExternal run"
"61",2025-05-19 13:26:52,"INFO","Start CommercialVehicleModel run"
"62",2025-05-19 13:26:52,"INFO","Start CommercialVehicleTripGeneration run"
"63",2025-05-19 13:26:52,"INFO","End CommercialVehicleTripGeneration run"
"64",2025-05-19 13:26:52,"INFO","Start CommercialVehicleTripDistribution run"
"65",2025-05-19 13:27:26,"INFO","End CommercialVehicleTripDistribution run"
"66",2025-05-19 13:27:26,"INFO","Start CommercialVehicleTimeOfDay run"
"67",2025-05-19 13:27:29,"INFO","End CommercialVehicleTimeOfDay run"
"68",2025-05-19 13:27:29,"INFO","Start CommercialVehicleTollChoice run"
"69",2025-05-19 13:32:07,"INFO","End CommercialVehicleTollChoice run"
"70",2025-05-19 13:36:06,"INFO","End CommercialVehicleModel run"
"71",2025-05-19 13:36:06,"INFO","Start AssignMAZSPDemand run"
"72",2025-05-19 13:36:06,"STATUS","Start MAZ assign for period EA scenario 11"
"73",2025-05-19 13:37:40,"STATUS","End MAZ assign for period EA scenario 11"
"74",2025-05-19 13:37:40,"STATUS","Start MAZ assign for period AM scenario 12"
"75",2025-05-19 13:38:15,"STATUS","End MAZ assign for period AM scenario 12"
"76",2025-05-19 13:38:15,"STATUS","Start MAZ assign for period MD scenario 13"
"77",2025-05-19 13:38:51,"STATUS","End MAZ assign for period MD scenario 13"
"78",2025-05-19 13:38:51,"STATUS","Start MAZ assign for period PM scenario 14"
"79",2025-05-19 13:39:52,"STATUS","End MAZ assign for period PM scenario 14"
"80",2025-05-19 13:39:52,"STATUS","Start MAZ assign for period EV scenario 15"
"81",2025-05-19 13:40:28,"STATUS","End MAZ assign for period EV scenario 15"
"82",2025-05-19 13:40:28,"INFO","End AssignMAZSPDemand run"
"83",2025-05-19 13:40:28,"STATUS","Start Highway assignment and skims"
"84",2025-05-19 13:42:30,"STATUS","Start Highway assignment for period EA"
"85",2025-05-19 13:42:30,"INFO","Start Run SOLA assignment without path analyses"
"86",2025-05-19 13:45:57,"INFO","End Run SOLA assignment without path analyses"
"87",2025-05-19 13:46:06,"INFO","Start Run SOLA assignment with path analyses"
"88",2025-05-19 13:56:49,"INFO","End Run SOLA assignment with path analyses"
"89",2025-05-19 14:06:59,"STATUS","End Highway assignment for period EA"
"90",2025-05-19 14:06:59,"STATUS","Start Highway assignment for period AM"
"91",2025-05-19 14:06:59,"INFO","Start Run SOLA assignment without path analyses"
"92",2025-05-19 14:11:36,"INFO","End Run SOLA assignment without path analyses"
"93",2025-05-19 14:11:44,"INFO","Start Run SOLA assignment with path analyses"
"94",2025-05-19 14:27:03,"INFO","End Run SOLA assignment with path analyses"
"95",2025-05-19 14:37:51,"STATUS","End Highway assignment for period AM"
"96",2025-05-19 14:37:52,"STATUS","Start Highway assignment for period MD"
"97",2025-05-19 14:37:52,"INFO","Start Run SOLA assignment without path analyses"
"98",2025-05-19 14:43:34,"INFO","End Run SOLA assignment without path analyses"
"99",2025-05-19 14:43:43,"INFO","Start Run SOLA assignment with path analyses"
"100",2025-05-19 15:03:11,"INFO","End Run SOLA assignment with path analyses"
"101",2025-05-19 15:13:56,"STATUS","End Highway assignment for period MD"
"102",2025-05-19 15:13:56,"STATUS","Start Highway assignment for period PM"
"103",2025-05-19 15:13:56,"INFO","Start Run SOLA assignment without path analyses"
"104",2025-05-19 15:21:38,"INFO","End Run SOLA assignment without path analyses"
"105",2025-05-19 15:21:47,"INFO","Start Run SOLA assignment with path analyses"
"106",2025-05-19 15:45:50,"INFO","End Run SOLA assignment with path analyses"
"107",2025-05-19 15:56:34,"STATUS","End Highway assignment for period PM"
"108",2025-05-19 15:56:34,"STATUS","Start Highway assignment for period EV"
"109",2025-05-19 15:56:35,"INFO","Start Run SOLA assignment without path analyses"
"110",2025-05-19 16:00:04,"INFO","End Run SOLA assignment without path analyses"
"111",2025-05-19 16:00:13,"INFO","Start Run SOLA assignment with path analyses"
"112",2025-05-19 16:10:56,"INFO","End Run SOLA assignment with path analyses"
"113",2025-05-19 16:21:33,"STATUS","End Highway assignment for period EV"
"114",2025-05-19 16:21:33,"STATUS","End Highway assignment and skims"
"115",2025-05-19 16:21:33,"INFO","Start Transit assignments"
"116",2025-05-19 16:21:33,"INFO","Start Prepare transit demand"
"117",2025-05-19 16:21:56,"INFO","End Prepare transit demand"
"118",2025-05-19 16:29:46,"INFO","Start Transit assignments for a time period"
"119",2025-05-19 17:01:48,"INFO","End Transit assignments for a time period"
"120",2025-05-19 18:05:23,"INFO","Start Transit assignments for a time period"
"121",2025-05-19 18:38:39,"INFO","End Transit assignments for a time period"
"122",2025-05-19 19:47:37,"INFO","Start Transit assignments for a time period"
"123",2025-05-19 20:21:56,"INFO","End Transit assignments for a time period"
"124",2025-05-19 21:31:01,"INFO","Start Transit assignments for a time period"
"125",2025-05-19 22:04:34,"INFO","End Transit assignments for a time period"
"126",2025-05-19 23:17:15,"INFO","Start Transit assignments for a time period"
"127",2025-05-19 23:51:18,"INFO","End Transit assignments for a time period"
"128",2025-05-20 00:53:14,"INFO","End Transit assignments"
"129",2025-05-20 00:53:14,"INFO","Start Transit skims"
"130",2025-05-20 00:53:14,"STATUS","Start period transit skims"
"131",2025-05-20 07:24:32,"STATUS","End period transit skims"
"132",2025-05-20 07:24:32,"INFO","End Transit skims"
"133",2025-05-20 07:24:32,"INFO","Start iteration 2"
"134",2025-05-20 07:24:32,"INFO","Start HouseholdModel run"
"135",2025-05-20 09:49:42,"INFO","Start Prepare household demand matrices."
"136",2025-05-20 10:20:49,"INFO","End Prepare household demand matrices."
"137",2025-05-20 10:20:49,"INFO","End HouseholdModel run"
"138",2025-05-20 10:20:49,"INFO","Start InternalExternal run"
"139",2025-05-20 10:20:50,"INFO","Start TimePeriodSplit run"
"140",2025-05-20 10:21:04,"INFO","End TimePeriodSplit run"
"141",2025-05-20 10:21:04,"INFO","Start ExternalTollChoice run"
"142",2025-05-20 10:25:11,"INFO","End ExternalTollChoice run"
"143",2025-05-20 10:25:11,"INFO","Start InternalExternal _export_results"
"144",2025-05-20 10:28:04,"INFO","End InternalExternal _export_results"
"145",2025-05-20 10:28:05,"INFO","End InternalExternal run"
"146",2025-05-20 10:28:05,"INFO","Start CommercialVehicleModel run"
"147",2025-05-20 10:28:05,"INFO","Start CommercialVehicleTripGeneration run"
"148",2025-05-20 10:28:06,"INFO","End CommercialVehicleTripGeneration run"
"149",2025-05-20 10:28:06,"INFO","Start CommercialVehicleTripDistribution run"
"150",2025-05-20 10:28:16,"INFO","End CommercialVehicleTripDistribution run"
"151",2025-05-20 10:28:16,"INFO","Start CommercialVehicleTimeOfDay run"
"152",2025-05-20 10:28:19,"INFO","End CommercialVehicleTimeOfDay run"
"153",2025-05-20 10:28:19,"INFO","Start CommercialVehicleTollChoice run"
"154",2025-05-20 10:33:53,"INFO","End CommercialVehicleTollChoice run"
"155",2025-05-20 10:38:04,"INFO","End CommercialVehicleModel run"
"156",2025-05-20 10:38:04,"INFO","Start AssignMAZSPDemand run"
"157",2025-05-20 10:38:04,"STATUS","Start MAZ assign for period EA scenario 11"
"158",2025-05-20 10:39:01,"STATUS","End MAZ assign for period EA scenario 11"
"159",2025-05-20 10:39:01,"STATUS","Start MAZ assign for period AM scenario 12"
"160",2025-05-20 10:40:51,"STATUS","End MAZ assign for period AM scenario 12"
"161",2025-05-20 10:40:51,"STATUS","Start MAZ assign for period MD scenario 13"
"162",2025-05-20 10:41:46,"STATUS","End MAZ assign for period MD scenario 13"
"163",2025-05-20 10:41:46,"STATUS","Start MAZ assign for period PM scenario 14"
"164",2025-05-20 10:42:42,"STATUS","End MAZ assign for period PM scenario 14"
"165",2025-05-20 10:42:42,"STATUS","Start MAZ assign for period EV scenario 15"
"166",2025-05-20 10:43:38,"STATUS","End MAZ assign for period EV scenario 15"
"167",2025-05-20 10:43:38,"INFO","End AssignMAZSPDemand run"
"168",2025-05-20 10:43:38,"STATUS","Start Highway assignment and skims"
"169",2025-05-20 10:47:46,"STATUS","Start Highway assignment for period EA"
"170",2025-05-20 10:47:46,"INFO","Start Run SOLA assignment with path analyses"
"171",2025-05-20 10:57:29,"INFO","End Run SOLA assignment with path analyses"
"172",2025-05-20 11:19:05,"STATUS","End Highway assignment for period EA"
"173",2025-05-20 11:19:05,"STATUS","Start Highway assignment for period AM"
"174",2025-05-20 11:19:05,"INFO","Start Run SOLA assignment with path analyses"
"175",2025-05-20 11:32:58,"INFO","End Run SOLA assignment with path analyses"
"176",2025-05-20 11:58:18,"STATUS","End Highway assignment for period AM"
"177",2025-05-20 11:58:18,"STATUS","Start Highway assignment for period MD"
"178",2025-05-20 11:58:18,"INFO","Start Run SOLA assignment with path analyses"
